model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
gpt,2-6B,1,4096,4096,20288.675537109375,15856.046142578125,15.03515625,54.96484375,20.0,190.0,0.015625,10.0,145.0,LanguageModelEmbedding
gpt,2-6B,2,4096,4096,41313.4619140625,32974.60205078125,30.0703125,129.9296875,40.0,294.0,0.03125,20.0,145.0,LanguageModelEmbedding
gpt,2-6B,4,4096,4096,82679.23828125,65002.8662109375,60.140625,259.859375,80.0,502.0,0.0625,40.0,145.0,LanguageModelEmbedding
gpt,2-6B,8,4096,4096,165115.390625,130727.080078125,120.28125,519.71875,160.0,642.0,0.125,80.0,145.0,LanguageModelEmbedding
gpt,2-6B,16,4096,4096,332356.2890625,260783.0859375,240.5625,1041.4375,320.0,1280.0,0.25,160.0,145.0,LanguageModelEmbedding
gpt,2-6B,1,8192,8192,41082.060546875,33812.724609375,30.0703125,0.0,40.0,214.0,0.03125,20.0,165.0,LanguageModelEmbedding
gpt,2-6B,2,8192,8192,82720.95703125,65902.0166015625,60.140625,179.859375,80.0,382.0,0.0625,40.0,165.0,LanguageModelEmbedding
gpt,2-6B,4,8192,8192,164584.74609375,130947.998046875,120.28125,519.71875,160.0,594.0,0.125,80.0,165.0,LanguageModelEmbedding
gpt,2-6B,8,8192,8192,331771.6015625,260937.51953125,240.5625,1041.4375,320.0,1104.0,0.25,160.0,165.0,LanguageModelEmbedding
gpt,2-6B,16,8192,8192,672466.171875,523253.515625,481.125,2080.875,640.0,2562.0,0.5,320.0,165.0,LanguageModelEmbedding
gpt,2-6B,1,4096,4096,26732.91259765625,37551.24755859375,438.19140625,561.80859375,8.140625,0.0,10.0,1.9073486328125e-06,125.0,TELayerNormPostProcess
gpt,2-6B,2,4096,4096,52630.283203125,75515.46875,840.1328125,1159.8671875,0.03125,0.0,20.0,1.9073486328125e-06,125.0,TELayerNormPostProcess
gpt,2-6B,4,4096,4096,106474.677734375,151933.544921875,1680.265625,2399.734375,0.0625,0.0,40.0,1.9073486328125e-06,125.0,TELayerNormPostProcess
gpt,2-6B,8,4096,4096,215355.29296875,309578.10546875,3360.53125,4799.46875,0.125,0.0,80.0,1.9073486328125e-06,125.0,TELayerNormPostProcess
gpt,2-6B,16,4096,4096,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
gpt,2-6B,1,8192,8192,52799.775390625,75646.03515625,820.1328125,1179.8671875,0.03125,0.0,20.0,1.9073486328125e-06,125.0,TELayerNormPostProcess
gpt,2-6B,2,8192,8192,106651.4453125,152390.37109375,1640.265625,2359.734375,0.0625,0.0,40.0,1.9073486328125e-06,125.0,TELayerNormPostProcess
