model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
gpt,2-6B,1,4096,4096,30646.23046875,18425.733642578125,7.53515625,72.46484375,10.0,108.0,0.015625,5.0,82.5,LanguageModelEmbedding
gpt,2-6B,2,4096,4096,62035.3515625,37493.28857421875,15.0703125,144.9296875,20.0,192.0,0.03125,10.0,82.5,LanguageModelEmbedding
gpt,2-6B,4,4096,4096,124130.87890625,78588.515625,30.140625,289.859375,40.0,296.0,0.0625,20.0,82.5,LanguageModelEmbedding
gpt,2-6B,8,4096,4096,248439.27734375,157344.31640625,60.28125,579.71875,80.0,482.0,0.125,40.0,82.5,LanguageModelEmbedding
gpt,2-6B,16,4096,4096,499362.34375,311352.32421875,120.5625,1161.4375,160.0,960.0,0.25,80.0,82.5,LanguageModelEmbedding
gpt,2-6B,1,8192,8192,61984.091796875,37720.86181640625,15.0703125,0.0,20.0,88.0,0.03125,10.0,102.5,LanguageModelEmbedding
gpt,2-6B,2,8192,8192,124214.31640625,78928.28125,30.140625,129.859375,40.0,216.0,0.0625,20.0,102.5,LanguageModelEmbedding
gpt,2-6B,4,8192,8192,248834.3359375,158163.828125,60.28125,419.71875,80.0,474.0,0.125,40.0,102.5,LanguageModelEmbedding
gpt,2-6B,8,8192,8192,498992.109375,312405.7421875,120.5625,1161.4375,160.0,960.0,0.25,80.0,102.5,LanguageModelEmbedding
gpt,2-6B,16,8192,8192,1007371.484375,613944.4140625,241.125,2320.875,320.0,1922.0,0.5,160.0,102.5,LanguageModelEmbedding
gpt,2-6B,1,4096,4096,23552.65625,31614.6875,233.18359375,266.81640625,8.140625,0.0,5.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
gpt,2-6B,2,4096,4096,46910.2392578125,62992.4267578125,430.1171875,609.8828125,0.03125,0.0,10.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
gpt,2-6B,4,4096,4096,93751.376953125,127417.685546875,860.234375,1219.765625,0.0625,0.0,20.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
gpt,2-6B,8,4096,4096,188785.21484375,252247.08984375,1720.46875,2479.53125,0.125,0.0,40.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
gpt,2-6B,16,4096,4096,381711.6796875,516763.0078125,3440.9375,4961.0625,0.25,0.0,80.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
gpt,2-6B,1,8192,8192,46859.8779296875,63347.1435546875,410.1171875,589.8828125,0.03125,0.0,10.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
gpt,2-6B,2,8192,8192,93837.0703125,127254.8828125,820.234375,1179.765625,0.0625,0.0,20.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
gpt,2-6B,4,8192,8192,188289.2578125,252798.671875,1640.46875,2359.53125,0.125,0.0,40.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
gpt,2-6B,8,8192,8192,382395.1171875,514731.9921875,3280.9375,4721.0625,0.25,0.0,80.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
gpt,2-6B,16,8192,8192,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,10000000.0,TELayerNormPostProcess
gpt,2-6B,1,4096,4096,32001.3916015625,46972.8857421875,37.2587890625,0.0,9.9921875,40.0,5.0,5.0,12.5,TELayerNormSelfAttentionDropout
gpt,2-6B,2,4096,4096,63852.48046875,94307.36328125,76.2666015625,219.7333984375,19.984375,0.0,10.0,10.0,12.5,TELayerNormSelfAttentionDropout
gpt,2-6B,4,4096,4096,128609.27734375,188207.36328125,150.5322265625,129.4677734375,39.96875,240.0,20.0,20.0,12.5,TELayerNormSelfAttentionDropout
gpt,2-6B,8,4096,4096,259430.99609375,380329.08203125,301.0634765625,218.9365234375,79.9375,362.0,40.0,40.0,12.5,TELayerNormSelfAttentionDropout
gpt,2-6B,16,4096,4096,527774.1796875,784758.4765625,602.1259765625,517.8740234375,159.875,720.0,80.0,80.0,12.5,TELayerNormSelfAttentionDropout
gpt,2-6B,1,8192,8192,65147.0849609375,96191.1962890625,65.2666015625,180.7333984375,19.984375,0.0,10.0,10.0,12.5,TELayerNormSelfAttentionDropout
gpt,2-6B,2,8192,8192,130708.0078125,192405.83984375,150.5322265625,9.4677734375,39.96875,180.0,20.0,20.0,12.5,TELayerNormSelfAttentionDropout
gpt,2-6B,4,8192,8192,263502.59765625,388193.65234375,301.0634765625,218.9365234375,79.9375,362.0,40.0,40.0,12.5,TELayerNormSelfAttentionDropout
gpt,2-6B,8,8192,8192,534961.796875,801021.796875,602.1259765625,517.8740234375,159.875,720.0,80.0,80.0,12.5,TELayerNormSelfAttentionDropout
