model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
gpt,350M,1,4096,4096,643.891191482544,889.85595703125,1.5087890625,0.4912109375,2.0,50.0,0.00390625,1.0,58.0,LanguageModelEmbedding
gpt,350M,2,4096,4096,1117.1839714050293,1502.8223991394043,3.017578125,0.0,4.0,50.0,0.0078125,2.0,58.0,LanguageModelEmbedding
gpt,350M,3,4096,4096,1588.428783416748,2116.8127059936523,4.5263671875,0.0,6.0,70.0,0.01171875,3.0,58.0,LanguageModelEmbedding
gpt,350M,1,8192,8192,1099.5712280273438,1598.6687660217285,3.017578125,0.0,4.0,50.0,0.0078125,2.0,66.0,LanguageModelEmbedding
gpt,350M,2,8192,8192,2098.1760025024414,2898.534393310547,6.03515625,0.0,8.0,104.0,0.015625,4.0,66.0,LanguageModelEmbedding
gpt,350M,3,8192,8192,3099.443244934082,4408.729553222656,9.052734375,38.947265625,12.0,106.0,0.0234375,6.0,66.0,LanguageModelEmbedding
gpt,350M,1,16384,16384,2051.0719299316406,2880.512046813965,6.03515625,13.96484375,8.0,100.0,0.015625,4.0,82.0,LanguageModelEmbedding
gpt,350M,2,16384,16384,4202.099227905273,6091.775894165039,12.0703125,51.9296875,16.0,150.0,0.03125,8.0,82.0,LanguageModelEmbedding
gpt,350M,3,16384,16384,6187.827301025391,9350.348663330078,18.10546875,77.89453125,24.0,134.0,0.046875,12.0,82.0,LanguageModelEmbedding
gpt,350M,1,32768,32768,4125.299072265625,6294.118499755859,12.0703125,19.9296875,16.0,116.0,0.03125,8.0,114.0,LanguageModelEmbedding
gpt,350M,2,32768,32768,8577.433776855469,14146.560668945312,24.140625,103.859375,32.0,168.0,0.0625,16.0,114.0,LanguageModelEmbedding
gpt,350M,3,32768,32768,12955.238342285156,22387.50762939453,36.2109375,155.7890625,48.0,218.0,0.09375,24.0,114.0,LanguageModelEmbedding
gpt,350M,1,4096,4096,1744.2815780639648,1492.390251159668,111.1416015625,140.8583984375,8.12890625,2.0,1.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,2,4096,4096,4201.267242431641,2980.8639526367188,204.033203125,295.966796875,0.0078125,0.0,2.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,3,4096,4096,6245.158386230469,4538.182067871094,305.0498046875,444.9501953125,0.01171875,0.0,3.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,1,8192,8192,4255.737686157227,2945.8492279052734,202.033203125,297.966796875,0.0078125,0.0,2.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,2,8192,8192,8321.638488769531,5868.748474121094,406.06640625,613.93359375,0.015625,0.0,4.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,3,8192,8192,12438.52767944336,8688.640594482422,610.099609375,889.900390625,0.0234375,0.0,6.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,1,16384,16384,8635.801696777344,5752.032470703125,404.06640625,595.93359375,0.015625,0.0,4.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,2,16384,16384,16548.05145263672,11604.344177246094,812.1328125,1187.8671875,0.03125,0.0,8.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,3,16384,16384,24748.031616210938,17333.453369140625,1220.19921875,1779.80078125,0.046875,0.0,12.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,1,32768,32768,17105.50994873047,11343.699645996094,808.1328125,1191.8671875,0.03125,0.0,8.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,2,32768,32768,32719.873046875,22924.468994140625,1624.265625,2375.734375,0.0625,0.0,16.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,3,32768,32768,49128.448486328125,34670.3857421875,2440.3984375,3559.6015625,0.09375,0.0,24.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
gpt,350M,1,4096,4096,5827.174377441406,15626.445007324219,10.54248046875,511.45751953125,1.99609375,0.0,1.0,1.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,2,4096,4096,12529.869079589844,29339.271545410156,15.94384765625,504.05615234375,3.9921875,2.0,2.0,2.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,3,4096,4096,19879.525756835938,44975.30822753906,22.97021484375,0.0,5.98828125,2.0,3.0,3.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,1,8192,8192,12471.910095214844,29120.51239013672,13.94384765625,504.05615234375,3.9921875,2.0,2.0,2.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,2,8192,8192,26922.802734375,60739.141845703125,30.14794921875,0.0,7.984375,2.0,4.0,4.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,3,8192,8192,40719.58312988281,90463.82751464844,46.06689453125,0.0,11.9765625,2.0,6.0,6.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,1,16384,16384,27079.269409179688,60115.15197753906,26.14794921875,0.0,7.984375,2.0,4.0,4.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,2,16384,16384,55249.71923828125,119695.9716796875,60.28857421875,0.0,15.96875,0.0,8.0,8.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,3,16384,16384,83040.66772460938,178738.38500976562,90.42919921875,0.0,23.953125,2.0,12.0,12.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,1,32768,32768,55329.998779296875,118652.28881835938,52.28857421875,0.0,15.96875,102.0,8.0,8.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,2,32768,32768,111076.33056640625,239815.07568359375,120.56982421875,0.0,31.9375,0.0,16.0,16.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,3,32768,32768,167405.35888671875,358224.27978515625,180.85107421875,0.0,47.90625,2.0,24.0,24.0,4.0,TELayerNormSelfAttentionDropout
gpt,350M,1,4096,4096,1039.7695541381836,1462.6625061035156,10.50390625,239.49609375,1.99609375,2.0,1.0,1.0,8.0,TELayerNormMlpDropout
gpt,350M,2,4096,4096,1338.9823913574219,2090.8031463623047,21.8740234375,224.1259765625,3.9921875,0.0,2.0,2.0,8.0,TELayerNormMlpDropout
gpt,350M,3,4096,4096,1951.7440795898438,3254.886245727539,32.8603515625,0.0,5.98828125,0.0,3.0,3.0,8.0,TELayerNormMlpDropout
gpt,350M,1,8192,8192,1332.4543952941895,2052.04496383667,21.8740234375,0.0,3.9921875,0.0,2.0,2.0,8.0,TELayerNormMlpDropout
gpt,350M,2,8192,8192,2596.8639373779297,4168.08967590332,42.015625,0.0,7.984375,64.0,4.0,4.0,8.0,TELayerNormMlpDropout
gpt,350M,3,8192,8192,4007.9360961914062,5921.791839599609,63.0234375,0.0,11.9765625,144.0,6.0,6.0,8.0,TELayerNormMlpDropout
gpt,350M,1,16384,16384,2618.3679580688477,4103.96785736084,42.015625,0.0,7.984375,64.0,4.0,4.0,8.0,TELayerNormMlpDropout
gpt,350M,2,16384,16384,5287.526321411133,7988.633346557617,84.03125,0.0,15.96875,208.0,8.0,8.0,8.0,TELayerNormMlpDropout
gpt,350M,3,16384,16384,7890.163421630859,11824.498748779297,126.046875,0.0,23.953125,240.0,12.0,12.0,8.0,TELayerNormMlpDropout
gpt,350M,1,32768,32768,5270.323181152344,7943.782043457031,84.03125,0.0,15.96875,208.0,8.0,8.0,8.0,TELayerNormMlpDropout
