model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
GPT,2-6B,1,8192,8192,11906.253051757812,12000.665283203125,15.0703125,114.9296875,20.0,88.0,0.03125,10.0,102.5,LanguageModelEmbedding
GPT,2-6B,2,8192,8192,24224.563598632812,24030.61065673828,30.140625,289.859375,40.0,256.0,0.0625,20.0,102.5,LanguageModelEmbedding
GPT,2-6B,1,16384,16384,24323.48175048828,23942.5537109375,30.140625,229.859375,40.0,256.0,0.0625,20.0,142.5,LanguageModelEmbedding
GPT,2-6B,2,16384,16384,49934.539794921875,47134.1064453125,60.28125,579.71875,80.0,514.0,0.125,40.0,142.5,LanguageModelEmbedding
GPT,2-6B,1,32768,32768,49596.826171875,47767.75817871094,60.28125,419.71875,80.0,514.0,0.125,40.0,222.5,LanguageModelEmbedding
GPT,2-6B,2,32768,32768,100345.44677734375,92709.27124023438,120.5625,1161.4375,160.0,866.0,0.25,80.0,222.5,LanguageModelEmbedding
GPT,2-6B,1,8192,8192,14605.516052246094,15916.236877441406,458.2421875,541.7578125,8.15625,0.0,10.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
GPT,2-6B,2,8192,8192,29308.929443359375,30784.100341796875,860.234375,1239.765625,0.0625,0.0,20.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
GPT,2-6B,1,16384,16384,29256.25,32104.28466796875,820.234375,1179.765625,0.0625,0.0,20.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
GPT,2-6B,2,16384,16384,58602.9052734375,61948.10791015625,1720.46875,2479.53125,0.125,0.0,40.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
GPT,2-6B,1,32768,32768,58846.380615234375,62281.353759765625,1640.46875,2359.53125,0.125,0.0,40.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
GPT,2-6B,2,32768,32768,117657.40966796875,121474.89013671875,3440.9375,4961.0625,0.25,0.0,80.0,1.9073486328125e-06,62.5,TELayerNormPostProcess
GPT,2-6B,1,8192,8192,14008.889770507812,21546.64306640625,70.248046875,0.0,19.984375,0.0,10.0,10.0,12.5,TELayerNormSelfAttentionDropout
GPT,2-6B,2,8192,8192,27920.590209960938,42864.84069824219,150.5322265625,0.0,39.96875,0.0,20.0,20.0,12.5,TELayerNormSelfAttentionDropout
GPT,2-6B,1,16384,16384,29226.190185546875,45471.331787109375,130.5322265625,9.4677734375,39.96875,208.0,20.0,20.0,12.5,TELayerNormSelfAttentionDropout
GPT,2-6B,2,16384,16384,58394.012451171875,91908.46557617188,301.0634765625,98.9365234375,79.9375,362.0,40.0,40.0,12.5,TELayerNormSelfAttentionDropout
GPT,2-6B,1,32768,32768,62430.206298828125,101955.18188476562,261.0634765625,98.9365234375,79.9375,362.0,40.0,40.0,12.5,TELayerNormSelfAttentionDropout
GPT,2-6B,2,32768,32768,125349.89013671875,206059.92431640625,602.1259765625,437.8740234375,159.875,720.0,80.0,80.0,12.5,TELayerNormSelfAttentionDropout
GPT,2-6B,1,8192,8192,13594.854736328125,20716.4794921875,105.015625,0.0,19.984375,162.0,10.0,10.0,25.0,TELayerNormMlpDropout
GPT,2-6B,2,8192,8192,27633.45947265625,40747.418212890625,210.03125,0.0,39.96875,188.0,20.0,20.0,25.0,TELayerNormMlpDropout
GPT,2-6B,1,16384,16384,27691.827392578125,41606.939697265625,210.03125,0.0,39.96875,268.0,20.0,20.0,25.0,TELayerNormMlpDropout
GPT,2-6B,2,16384,16384,55562.652587890625,82100.22583007812,420.0625,59.9375,79.9375,588.0,40.0,40.0,25.0,TELayerNormMlpDropout
GPT,2-6B,1,32768,32768,55644.976806640625,83021.83227539062,420.0625,59.9375,79.9375,588.0,40.0,40.0,25.0,TELayerNormMlpDropout
GPT,2-6B,2,32768,32768,112250.69580078125,168743.10302734375,840.125,199.875,159.875,1068.0,80.0,80.0,25.0,TELayerNormMlpDropout
