model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
gpt,350M,1,4096,4096,2463.7887954711914,2794.8671340942383,3.03515625,16.96484375,4.0,44.0,0.015625,2.0,33.0,LanguageModelEmbedding
gpt,350M,2,4096,4096,4698.931121826172,5317.836761474609,6.0703125,57.9296875,8.0,62.0,0.03125,4.0,33.0,LanguageModelEmbedding
gpt,350M,3,4096,4096,7262.432098388672,8423.423767089844,9.10546875,86.89453125,12.0,116.0,0.046875,6.0,33.0,LanguageModelEmbedding
gpt,350M,1,4096,4096,4899.871826171875,4089.0052795410156,218.18359375,301.81640625,8.140625,0.0,2.0,1.9073486328125e-06,25.0,TELayerNormPostProcess
gpt,350M,2,4096,4096,9754.62417602539,7690.650177001953,412.1171875,587.8828125,0.03125,0.0,4.0,1.9073486328125e-06,25.0,TELayerNormPostProcess
gpt,350M,3,4096,4096,14448.844909667969,11466.136169433594,614.17578125,885.82421875,0.046875,0.0,6.0,1.9073486328125e-06,25.0,TELayerNormPostProcess
gpt,350M,1,4096,4096,2752.102470397949,4180.35831451416,17.43896484375,0.0,3.9921875,2.0,2.0,2.0,2.0,TELayerNormSelfAttentionDropout
gpt,350M,2,4096,4096,5509.120178222656,8143.852233886719,30.1416015625,0.0,7.984375,0.0,4.0,4.0,2.0,TELayerNormSelfAttentionDropout
gpt,350M,3,4096,4096,7976.3458251953125,12518.809509277344,46.2119140625,0.0,11.9765625,0.0,6.0,6.0,2.0,TELayerNormSelfAttentionDropout
gpt,350M,1,4096,4096,2661.3759994506836,4222.770881652832,21.0078125,0.0,3.9921875,0.0,2.0,2.0,4.0,TELayerNormMlpDropout
gpt,350M,2,4096,4096,5232.025527954102,8062.975692749023,42.015625,0.0,7.984375,0.0,4.0,4.0,4.0,TELayerNormMlpDropout
gpt,350M,3,4096,4096,8019.9676513671875,11891.712951660156,63.0234375,0.0,11.9765625,96.0,6.0,6.0,4.0,TELayerNormMlpDropout
