model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
gpt,350M,1,8192,8192,24796.15936279297,17880.064392089844,6.0703125,61.9296875,8.0,36.0,0.03125,4.0,41.0,LanguageModelEmbedding
gpt,350M,2,8192,8192,49394.27795410156,34805.96618652344,12.140625,115.859375,16.0,104.0,0.0625,8.0,41.0,LanguageModelEmbedding
gpt,350M,1,16384,16384,49163.262939453125,34943.79577636719,12.140625,103.859375,16.0,104.0,0.0625,8.0,57.0,LanguageModelEmbedding
gpt,350M,2,16384,16384,99421.79565429688,74626.0498046875,24.28125,231.71875,32.0,208.0,0.125,16.0,57.0,LanguageModelEmbedding
gpt,350M,1,32768,32768,98870.26977539062,75277.31323242188,24.28125,167.71875,32.0,208.0,0.125,16.0,89.0,LanguageModelEmbedding
gpt,350M,2,32768,32768,198805.712890625,153026.77001953125,48.5625,465.4375,64.0,348.0,0.25,32.0,89.0,LanguageModelEmbedding
gpt,350M,1,8192,8192,23703.961181640625,27950.469970703125,428.2421875,591.7578125,8.15625,0.0,4.0,1.9073486328125e-06,25.0,TELayerNormPostProcess
gpt,350M,2,8192,8192,47351.397705078125,54778.265380859375,824.234375,1227.765625,0.0625,2.0,8.0,1.9073486328125e-06,25.0,TELayerNormPostProcess
gpt,350M,1,16384,16384,47424.71618652344,55537.66174316406,808.234375,1191.765625,0.0625,2.0,8.0,1.9073486328125e-06,25.0,TELayerNormPostProcess
gpt,350M,2,16384,16384,94995.0439453125,108289.02587890625,1648.46875,2415.53125,0.125,2.0,16.0,1.9073486328125e-06,25.0,TELayerNormPostProcess
gpt,350M,1,32768,32768,95062.62817382812,109530.10864257812,1616.46875,2383.53125,0.125,2.0,16.0,1.9073486328125e-06,25.0,TELayerNormPostProcess
gpt,350M,2,32768,32768,190476.4892578125,217391.5283203125,3296.9375,4833.0625,0.25,2.0,32.0,1.9073486328125e-06,25.0,TELayerNormPostProcess
gpt,350M,1,8192,8192,25532.601928710938,38044.28405761719,30.1416015625,0.0,7.984375,0.0,4.0,4.0,2.0,TELayerNormSelfAttentionDropout
gpt,350M,2,8192,8192,50466.61071777344,76126.61437988281,60.2822265625,0.0,15.96875,2.0,8.0,8.0,2.0,TELayerNormSelfAttentionDropout
gpt,350M,1,16384,16384,52030.87158203125,78857.62939453125,52.2822265625,301.7177734375,15.96875,2.0,8.0,8.0,2.0,TELayerNormSelfAttentionDropout
gpt,350M,2,16384,16384,104127.89306640625,157206.33544921875,120.5634765625,103.4365234375,31.9375,146.0,16.0,16.0,2.0,TELayerNormSelfAttentionDropout
gpt,350M,1,32768,32768,109223.93798828125,169040.90576171875,104.5634765625,103.4365234375,31.9375,194.0,16.0,16.0,2.0,TELayerNormSelfAttentionDropout
gpt,350M,2,32768,32768,218541.650390625,337908.984375,241.1259765625,206.8740234375,63.875,290.0,32.0,32.0,2.0,TELayerNormSelfAttentionDropout
gpt,350M,1,8192,8192,24773.837280273438,36661.04431152344,42.015625,0.0,7.984375,112.0,4.0,4.0,4.0,TELayerNormMlpDropout
gpt,350M,2,8192,8192,49596.209716796875,72670.81909179688,84.03125,225.96875,15.96875,246.0,8.0,8.0,4.0,TELayerNormMlpDropout
gpt,350M,1,16384,16384,49541.32385253906,73784.53063964844,84.03125,225.96875,15.96875,246.0,8.0,8.0,4.0,TELayerNormMlpDropout
gpt,350M,2,16384,16384,99582.76977539062,145478.46069335938,168.0625,221.9375,31.9375,246.0,16.0,16.0,4.0,TELayerNormMlpDropout
gpt,350M,1,32768,32768,99424.25537109375,147332.92236328125,168.0625,39.9375,31.9375,252.0,16.0,16.0,4.0,TELayerNormMlpDropout
gpt,350M,2,32768,32768,201303.64990234375,293566.27197265625,336.125,111.875,63.875,444.0,32.0,32.0,4.0,TELayerNormMlpDropout
gpt,350M,1,4096,4096,12482.559967041016,9075.917053222656,3.03515625,16.96484375,4.0,44.0,0.015625,2.0,33.0,LanguageModelEmbedding
