model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
GPT,2-6B,1,4096,4096,4164.608001708984,3757.2608947753906,3.7587890625,16.2412109375,5.0,146.0,0.00390625,2.5,145.0,LanguageModelEmbedding
GPT,2-6B,2,4096,4096,9098.23989868164,6540.083312988281,7.517578125,32.482421875,10.0,166.0,0.0078125,5.0,145.0,LanguageModelEmbedding
GPT,2-6B,3,4096,4096,13758.055114746094,8998.912048339844,11.2763671875,52.7236328125,16.0,194.0,0.01171875,7.5,145.0,LanguageModelEmbedding
GPT,2-6B,1,4096,4096,6713.549041748047,9551.05209350586,116.6416015625,153.3583984375,8.12890625,126.0,2.5,1.9073486328125e-06,125.0,TELayerNormPostProcess
GPT,2-6B,2,4096,4096,13040.640258789062,18342.910766601562,211.033203125,298.966796875,0.0078125,0.0,5.0,1.9073486328125e-06,125.0,TELayerNormPostProcess
GPT,2-6B,3,4096,4096,19253.86199951172,28025.65155029297,313.5498046875,472.4501953125,0.01171875,0.0,7.5,1.9073486328125e-06,125.0,TELayerNormPostProcess
GPT,2-6B,1,4096,4096,19214.13116455078,44299.058532714844,20.32373046875,247.67626953125,4.99609375,0.0,2.5,2.5,25.0,TELayerNormSelfAttentionDropout
GPT,2-6B,2,4096,4096,39314.227294921875,91841.94946289062,37.64013671875,310.35986328125,9.9921875,0.0,5.0,5.0,25.0,TELayerNormSelfAttentionDropout
GPT,2-6B,3,4096,4096,60363.57421875,141111.29150390625,56.45654296875,0.0,14.98828125,42.0,7.5,7.5,25.0,TELayerNormSelfAttentionDropout
GPT,2-6B,1,4096,4096,5465.292739868164,8811.111068725586,26.25390625,229.74609375,4.99609375,246.0,2.5,2.5,50.0,TELayerNormMlpDropout
GPT,2-6B,2,4096,4096,11463.475036621094,16907.87811279297,52.5078125,193.4921875,9.9921875,0.0,5.0,5.0,50.0,TELayerNormMlpDropout
GPT,2-6B,3,4096,4096,16934.092712402344,25516.236877441406,78.76171875,0.0,14.98828125,116.0,7.5,7.5,50.0,TELayerNormMlpDropout
