model_name,model_size,micro_batch_size,sequence_length_q,sequence_length_kv,fwd_compute,bwd_compute,fwd_allocated,fwd_reserved,bwd_allocated,bwd_reserved,input,output,weight,op
GPT,350M,1,4096,4096,1129.2672157287598,2808.0127716064453,3.017578125,16.982421875,4.0,50.0,0.0078125,2.0,58.0,LanguageModelEmbedding
GPT,350M,2,4096,4096,2327.552032470703,4812.595367431641,6.03515625,33.96484375,8.0,68.0,0.015625,4.0,58.0,LanguageModelEmbedding
GPT,350M,3,4096,4096,3414.6305084228516,7161.036682128906,9.052734375,26.947265625,12.0,114.0,0.0234375,6.0,58.0,LanguageModelEmbedding
GPT,350M,1,8192,8192,2262.015914916992,5013.913726806641,6.03515625,0.0,8.0,104.0,0.015625,4.0,66.0,LanguageModelEmbedding
GPT,350M,2,8192,8192,4456.447982788086,9454.59213256836,12.0703125,51.9296875,16.0,134.0,0.03125,8.0,66.0,LanguageModelEmbedding
GPT,350M,3,8192,8192,6951.116943359375,14135.910034179688,18.10546875,77.89453125,24.0,176.0,0.046875,12.0,66.0,LanguageModelEmbedding
GPT,350M,1,16384,16384,4532.428741455078,9751.142120361328,12.0703125,55.9296875,16.0,134.0,0.03125,8.0,82.0,LanguageModelEmbedding
GPT,350M,2,16384,16384,9597.132873535156,19050.086975097656,24.140625,103.859375,32.0,168.0,0.0625,16.0,82.0,LanguageModelEmbedding
GPT,350M,3,16384,16384,16360.243225097656,28955.648803710938,36.2109375,155.7890625,48.0,250.0,0.09375,24.0,82.0,LanguageModelEmbedding
GPT,350M,1,32768,32768,9340.92788696289,19577.8564453125,24.140625,87.859375,32.0,168.0,0.0625,16.0,114.0,LanguageModelEmbedding
GPT,350M,2,32768,32768,21063.487243652344,38288.58947753906,48.28125,207.71875,64.0,336.0,0.125,32.0,114.0,LanguageModelEmbedding
GPT,350M,3,32768,32768,32493.978881835938,58056.70166015625,72.421875,311.578125,96.0,502.0,0.1875,48.0,114.0,LanguageModelEmbedding
GPT,350M,1,4096,4096,10429.849243164062,6687.744140625,214.158203125,285.841796875,8.1328125,0.0,2.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,2,4096,4096,21150.30975341797,12996.607971191406,408.06640625,591.93359375,0.015625,0.0,4.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,3,4096,4096,31612.92724609375,19247.9248046875,610.099609375,901.900390625,0.0234375,0.0,6.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,1,8192,8192,21831.884765625,12614.450073242188,404.06640625,595.93359375,0.015625,0.0,4.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,2,8192,8192,42046.46301269531,25631.539916992188,812.1328125,1203.8671875,0.03125,0.0,8.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,3,8192,8192,62964.532470703125,37902.5390625,1220.19921875,1803.80078125,0.046875,0.0,12.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,1,16384,16384,43551.5380859375,24577.4169921875,808.1328125,1191.8671875,0.03125,0.0,8.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,2,16384,16384,83929.29077148438,49076.629638671875,1624.265625,2423.734375,0.0625,0.0,16.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,3,16384,16384,125904.0771484375,73768.505859375,2440.3984375,3607.6015625,0.09375,2.0,24.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,1,32768,32768,87199.33471679688,46908.001708984375,1616.265625,2383.734375,0.0625,0.0,16.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
GPT,350M,2,32768,32768,167916.34521484375,100922.35107421875,3248.53125,4751.46875,0.125,2.0,32.0,1.9073486328125e-06,50.0,TELayerNormPostProcess
